point_id,x,y,true_cluster
58,5.060377685357504,4.173583962172557,cluster_1
59,4.918937543019764,5.740986971299271,cluster_1
60,4.0887541838105435,4.855487969112622,cluster_1
61,5.71732971362554,4.7072121267453335,cluster_1
62,4.598431216399106,5.814447070014531,cluster_1
63,4.785658544719917,5.773146517643897,cluster_1
64,5.300275773789039,4.760008742963114,cluster_1
65,5.335783371418271,5.224314659692227,cluster_1
66,5.714617974701731,4.616158123494487,cluster_1
67,5.028844246747134,4.956939024276754,cluster_1
68,5.492903699147849,4.282374563889077,cluster_1
69,5.711883933766499,5.3264301405192915,cluster_1
70,4.078152448456938,5.8457839778363505,cluster_1
71,6.563865156558412,5.701283778684585,cluster_1
72,5.998889337058529,5.059759967121812,cluster_1
73,3.836946556183043,3.7091156841827324,cluster_1
74,5.178557430707431,4.585614834589014,cluster_1
75,4.359796605170854,4.956077321221927,cluster_1
76,5.430909701502902,3.9830697172664973,cluster_1
77,4.6857856658037305,6.05690947818422,cluster_1
78,4.247298133845038,5.608832831015469,cluster_1
79,4.660688466915705,5.382055631894967,cluster_1
80,-4.231870744957993,5.518897236889515,cluster_2
81,-4.363588278450287,4.193884526614431,cluster_2
82,-4.220438205281091,4.4031148197556265,cluster_2
83,-4.818320764099923,5.180772330898058,cluster_2
84,-4.660414208791293,5.235869673242133,cluster_2
85,-5.5906669849673065,4.055092811392999,cluster_2
86,-4.389355924026762,5.130084204263241,cluster_2
87,-4.195436211329527,4.968686946068493,cluster_2
88,-5.983615052473872,5.676290776702874,cluster_2
89,-5.259259426762775,5.239402420194715,cluster_2
90,-5.453221599935663,6.151011197163584,cluster_2
91,-5.613595376928238,4.763799172125678,cluster_2
92,-4.924785908111878,4.23547237103913,cluster_2
93,-4.768636329988683,6.128337334227243,cluster_2
94,-5.343323512485597,5.276599973322208,cluster_2
95,-6.924604770226988,4.9727495596606115,cluster_2
96,-5.219129600148344,4.427051678312731,cluster_2
97,-4.242984671260028,4.77162942286332,cluster_2
98,-5.124234240965511,4.73596498764765,cluster_2
99,-6.341771110235554,4.207609491946127,cluster_2
100,-4.327234559715849,3.52303454718402,cluster_2
101,-5.536420744730994,4.720195960597166,cluster_2
102,-3.779464692895904,5.538022635847458,cluster_2
103,-5.390019368937169,5.913159587980886,cluster_2
104,-5.518361074350784,5.706369862613804,cluster_2
105,-5.951214072146111,5.75128048225241,cluster_2
106,-5.28429355182969,4.280047031341112,cluster_2
107,-5.15200052915342,5.194140925804151,cluster_2
108,-5.346323901367999,5.387767454196727,cluster_2
109,-5.408095718564847,5.4342606757519505,cluster_2
110,-4.690444556574381,4.957353861704446,cluster_2
111,-5.3089676186561645,5.106078557035686,cluster_2
112,-4.6148223798764105,6.443259406912126,cluster_2
113,-4.342405704741274,5.683192964871089,cluster_2
114,-2.8380414635978015,5.36117093373749,cluster_2
115,-4.660749542081809,5.4928105520251576,cluster_2
116,-5.706276184311777,4.689268854506871,cluster_2
117,-5.354318486684634,5.453329784053693,cluster_2
118,-5.121922193554839,5.096756397832012,cluster_2
119,-4.238781765896075,5.604205517092897,cluster_2
